,train,val,test
902,covid_2256.png,sub-S09340_ses-E17520_run-1_bp-chest_vp-ap_cr.png,sub-S09958_ses-E20403_run-1_bp-chest_vp-ap_cr.png
903,covid_2257.png,sub-S09752_ses-E25241_run-1_bp-chest_vp-ap_cr.png,sub-S09404_ses-E17555_run-1_bp-chest_vp-ap_dx.png
904,covid_2259.png,sub-S09832_ses-E16859_run-1_bp-chest_vp-pa_dx.png,sub-S09452_ses-E17117_acq-1_run-1_bp-chest_cr.png
905,covid_2260.png,sub-S09676_ses-E23071_run-1_bp-chest_vp-ap_cr.png,sub-S09408_ses-E23183_run-1_bp-chest_cr.png
906,covid_2261.png,sub-S09721_ses-E24599_run-1_bp-chest_vp-ap_dx.png,sub-S09843_ses-E25653_run-1_bp-chest_vp-pa_cr.png
907,covid_2262.png,sub-S09677_ses-E18555_run-1_bp-chest_vp-pa_dx.png,sub-S09603_ses-E17892_run-1_bp-chest_vp-ap_dx.png
908,covid_2264.png,sub-S09831_ses-E18239_run-1_bp-chest_vp-ap_dx.png,sub-S09670_ses-E23064_run-1_bp-chest_vp-ap_cr.png
909,covid_2266.png,sub-S09505_ses-E17135_run-1_bp-chest_cr.png,sub-S09810_ses-E16816_acq-1_run-1_bp-chest_vp-pa_dx.png
910,covid_2268.png,sub-S09382_ses-E21934_run-1_bp-chest_vp-ap_cr.png,sub-S09983_ses-E17157_run-1_bp-chest_vp-ap_dx.png
911,covid_227.png,sub-S09887_ses-E26243_run-1_bp-chest_vp-ap_dx.png,sub-S09640_ses-E21642_run-1_bp-chest_vp-pa_dx.png
912,covid_2271.png,sub-S09343_ses-E16132_run-1_bp-chest_vp-pa_cr.png,sub-S09387_ses-E22310_run-1_bp-chest_cr.png
913,covid_2272.png,sub-S09616_ses-E22845_run-1_bp-chest_vp-ap_dx.png,sub-S09572_ses-E17162_run-1_bp-chest_vp-ap_dx.png
914,covid_2273.png,sub-S09879_ses-E17929_run-1_bp-chest_vp-ap_cr.png,sub-S09395_ses-E26750_run-1_bp-chest_vp-pa_cr.png
915,covid_2274.png,sub-S09559_ses-E21969_run-1_bp-chest_vp-ap_cr.png,sub-S09645_ses-E16927_run-1_bp-chest_cr.png
916,covid_2276.png,sub-S09341_ses-E23187_run-1_bp-chest_vp-ap_cr.png,sub-S09780_ses-E16767_acq-1_run-1_bp-chest_vp-ap_cr.png
917,covid_2278.png,sub-S09670_ses-E24775_run-1_bp-chest_vp-ap_cr.png,sub-S09469_ses-E26366_run-1_bp-chest_vp-ap_dx.png
918,covid_2279.png,sub-S09708_ses-E17141_run-1_bp-chest_vp-ap_dx.png,sub-S09973_ses-E20372_run-1_bp-chest_vp-ap_dx.png
919,covid_228.png,sub-S09892_ses-E25043_run-1_bp-chest_vp-ap_cr.png,sub-S09687_ses-E18929_run-1_bp-chest_cr.png
920,covid_2281.png,sub-S09391_ses-E18175_run-1_bp-chest_vp-ap_cr.png,sub-S09382_ses-E16838_run-1_bp-chest_vp-ap_cr.png
921,covid_2282.png,sub-S09368_ses-E20395_run-2_bp-chest_vp-ap_dx.png,sub-S09818_ses-E18230_run-1_bp-chest_vp-ap_dx.png
922,covid_2284.png,sub-S09717_ses-E21410_run-1_bp-chest_vp-ap_dx.png,sub-S09879_ses-E21183_run-1_bp-chest_vp-ap_cr.png
923,covid_2286.png,sub-S10013_ses-E23444_run-1_bp-chest_vp-ap_cr.png,sub-S09323_ses-E20699_run-1_bp-chest_vp-ap_cr.png
924,covid_2288.png,sub-S09662_ses-E22686_run-1_bp-chest_vp-ap_dx.png,sub-S09558_ses-E20749_run-1_bp-chest_vp-pa_dx.png
925,covid_2289.png,sub-S09917_ses-E21838_run-1_bp-chest_vp-ap_dx.png,sub-S09408_ses-E16974_run-1_bp-chest_cr.png
926,covid_229.png,sub-S09371_ses-E24064_run-1_bp-chest_cr.png,sub-S09670_ses-E22447_run-1_bp-chest_vp-ap_cr.png
927,covid_2290.png,sub-S09559_ses-E17453_run-1_bp-chest_vp-ap_cr.png,sub-S09469_ses-E20490_run-1_bp-chest_vp-ap_cr.png
928,covid_2294.png,sub-S09603_ses-E21673_run-1_bp-chest_vp-ap_dx.png,sub-S09510_ses-E24663_run-1_bp-chest_vp-ap_dx.png
929,covid_2296.png,sub-S09420_ses-E19314_run-1_bp-chest_vp-ap_cr.png,sub-S09759_ses-E16728_run-1_bp-chest_vp-pa_cr.png
930,covid_2298.png,sub-S09867_ses-E18717_run-1_bp-chest_vp-ap_dx.png,sub-S09799_ses-E26851_run-1_bp-chest_vp-pa_cr.png
931,covid_23.png,sub-S09348_ses-E23369_run-1_bp-chest_vp-ap_dx.png,sub-S09693_ses-E16608_run-1_bp-chest_vp-ap_dx.png
932,covid_2302.png,sub-S09571_ses-E16424_run-1_bp-chest_vp-ap_dx.png,sub-S09516_ses-E24264_run-1_bp-chest_vp-ap_cr.png
933,covid_2303.png,sub-S09495_ses-E17987_acq-1_run-1_bp-chest_vp-ap_dx.png,sub-S09746_ses-E16702_run-1_bp-chest_vp-ap_dx.png
934,covid_2305.png,sub-S09681_ses-E19946_run-1_bp-chest_vp-ap_dx.png,sub-S09866_ses-E21137_run-1_bp-chest_vp-ap_cr.png
935,covid_2308.png,sub-S09762_ses-E27134_run-2_bp-chest_vp-pa_dx.png,sub-S09563_ses-E16507_run-1_bp-chest_vp-ap_dx.png
936,covid_231.png,sub-S09363_ses-E17466_run-1_bp-chest_vp-ap_dx.png,sub-S09346_ses-E16135_run-1_bp-chest_vp-ap_dx.png
937,covid_2310.png,sub-S09377_ses-E17181_run-1_bp-chest_vp-ap_cr.png,sub-S09374_ses-E16172_run-1_bp-chest_vp-ap_dx.png
938,covid_2311.png,sub-S09994_ses-E22010_run-1_bp-chest_vp-ap_dx.png,sub-S09495_ses-E16327_acq-1_run-1_bp-chest_vp-ap_dx.png
939,covid_2312.png,sub-S09337_ses-E26482_run-1_bp-chest_vp-ap_dx.png,sub-S09512_ses-E22796_run-1_bp-chest_vp-ap_dx.png
940,covid_2314.png,sub-S09362_ses-E26714_run-1_bp-chest_vp-pa_dx.png,sub-S09375_ses-E16173_acq-1_run-1_bp-chest_vp-ll_dx.png
941,covid_2317.png,sub-S09377_ses-E16465_run-1_bp-chest_vp-ap_cr.png,sub-S09478_ses-E19299_run-1_bp-chest_vp-ap_dx.png
942,covid_2318.png,sub-S09440_ses-E24067_run-1_bp-chest_vp-ap_cr.png,sub-S09960_ses-E17104_run-1_bp-chest_vp-ap_dx.png
943,covid_2319.png,sub-S09644_ses-E26051_run-1_bp-chest_vp-ap_dx.png,sub-S09668_ses-E16574_run-1_bp-chest_vp-ap_cr.png
944,covid_232.png,sub-S09878_ses-E16956_run-1_bp-chest_vp-ap_cr.png,sub-S09559_ses-E17500_run-1_bp-chest_vp-ap_cr.png
945,covid_2320.png,sub-S09371_ses-E20406_run-1_bp-chest_vp-ap_dx.png,sub-S09831_ses-E25609_run-1_bp-chest_vp-ap_dx.png
946,covid_2321.png,sub-S09408_ses-E17561_run-1_bp-chest_cr.png,sub-S09433_ses-E26193_run-1_bp-chest_vp-pa_dx.png
947,covid_2322.png,sub-S09642_ses-E25504_run-1_bp-chest_vp-ap_dx.png,sub-S09693_ses-E19186_run-1_bp-chest_vp-pa_cr.png
948,covid_2326.png,sub-S09835_ses-E20329_run-1_bp-chest_vp-pa_dx.png,sub-S09911_ses-E17017_acq-1_run-1_bp-chest_vp-ll_dx.png
949,covid_2327.png,sub-S09499_ses-E21434_run-1_bp-chest_vp-ap_dx.png,sub-S09426_ses-E16237_run-1_bp-chest_vp-ap_dx.png
950,covid_2328.png,sub-S09343_ses-E19246_run-1_bp-chest_vp-ap_dx.png,sub-S09819_ses-E19882_run-1_bp-chest_vp-pa_dx.png
951,covid_233.png,sub-S09563_ses-E17452_run-1_bp-chest_vp-ap_dx.png,sub-S09544_ses-E19898_run-1_bp-chest_vp-pa_cr.png
952,covid_2330.png,sub-S09426_ses-E19187_run-1_bp-chest_vp-ap_dx.png,sub-S09739_ses-E18557_run-1_bp-chest_vp-ap_dx.png
953,covid_2331.png,sub-S09767_ses-E23177_run-1_bp-chest_vp-ap_dx.png,sub-S09465_ses-E26340_run-1_bp-chest_vp-ap_dx.png
954,covid_2333.png,sub-S09676_ses-E19918_run-1_bp-chest_vp-ap_cr.png,sub-S09867_ses-E22009_run-1_bp-chest_vp-ap_dx.png
955,covid_2334.png,sub-S09876_ses-E24115_run-1_bp-chest_vp-pa_cr.png,sub-S09452_ses-E17479_run-1_bp-chest_cr.png
956,covid_2336.png,sub-S09499_ses-E16332_run-1_bp-chest_vp-ap_dx.png,sub-S09324_ses-E19389_run-1_bp-chest_vp-pa_cr.png
957,covid_2337.png,sub-S09734_ses-E18897_run-1_bp-chest_vp-ap_cr.png,sub-S09495_ses-E26779_acq-1_run-1_bp-chest_vp-ap_dx.png
958,covid_2341.png,sub-S09958_ses-E23115_run-1_bp-chest_vp-ap_cr.png,sub-S09817_ses-E16840_run-1_bp-chest_vp-ap_dx.png
959,covid_2345.png,sub-S09485_ses-E23553_run-1_bp-chest_vp-ap_dx.png,sub-S09757_ses-E26679_run-1_bp-chest_vp-ap_dx.png
960,covid_2346.png,sub-S09634_ses-E18890_run-1_bp-chest_vp-ap_dx.png,sub-S09375_ses-E22795_run-1_bp-chest_vp-ap_cr.png
961,covid_2347.png,sub-S09361_ses-E20371_run-1_bp-chest_vp-ap_dx.png,sub-S09382_ses-E22219_run-1_bp-chest_vp-ap_cr.png
962,covid_2348.png,sub-S09914_ses-E17021_run-1_bp-chest_vp-ap_dx.png,sub-S09580_ses-E26037_run-1_bp-chest_vp-pa_cr.png
963,covid_235.png,sub-S09379_ses-E17914_run-1_bp-chest_vp-ap_cr.png,sub-S09571_ses-E18065_run-1_bp-chest_vp-ap_dx.png
964,covid_2350.png,sub-S09687_ses-E19646_run-1_bp-chest_cr.png,sub-S09524_ses-E19142_run-1_bp-chest_vp-ap_cr.png
965,covid_2352.png,sub-S09673_ses-E22871_run-1_bp-chest_cr.png,sub-S09485_ses-E25698_run-1_bp-chest_vp-ap_cr.png
966,covid_2353.png,sub-S09517_ses-E25763_run-1_bp-chest_vp-ap_dx.png,sub-S09859_ses-E20902_run-1_bp-chest_vp-pa_cr.png
967,covid_2355.png,sub-S09371_ses-E22017_run-1_bp-chest_vp-ap_dx.png,sub-S09345_ses-E17143_run-1_bp-chest_vp-ap_dx.png
968,covid_2356.png,sub-S09495_ses-E17454_run-2_bp-chest_vp-ap_dx.png,sub-S09337_ses-E21898_run-1_bp-chest_vp-ap_cr.png
969,covid_2357.png,sub-S09653_ses-E21911_run-1_bp-chest_vp-pa_cr.png,sub-S09569_ses-E17406_run-1_bp-chest_vp-ap_cr.png
970,covid_236.png,sub-S09327_ses-E16112_run-1_bp-chest_vp-ap_dx.png,sub-S09312_ses-E23812_run-1_bp-chest_vp-ap_dx.png
971,covid_2360.png,sub-S09334_ses-E21749_run-1_bp-chest_vp-ap_dx.png,sub-S09558_ses-E17153_run-1_bp-chest_vp-pa_dx.png
972,covid_2363.png,sub-S09502_ses-E18422_run-1_bp-chest_vp-ap_dx.png,sub-S09348_ses-E19000_run-1_bp-chest_cr.png
973,covid_2364.png,sub-S09956_ses-E26117_run-1_bp-chest_vp-ap_cr.png,sub-S09709_ses-E16639_run-1_bp-chest_vp-pa_cr.png
974,covid_2367.png,sub-S09516_ses-E19824_run-1_bp-chest_vp-ap_dx.png,sub-S09834_ses-E21566_run-1_bp-chest_vp-ap_cr.png
975,covid_2368.png,sub-S09741_ses-E17469_run-1_bp-chest_vp-pa_cr.png,sub-S09371_ses-E22181_run-1_bp-chest_vp-ap_dx.png
976,covid_2369.png,sub-S09678_ses-E18865_run-1_bp-chest_vp-ap_dx.png,sub-S09361_ses-E16589_run-1_bp-chest_vp-ap_dx.png
977,covid_237.png,sub-S09371_ses-E16353_run-1_bp-chest_vp-ap_dx.png,sub-S09376_ses-E19213_run-1_bp-chest_cr.png
978,covid_2371.png,sub-S09819_ses-E26241_run-1_bp-chest_vp-ap_dx.png,sub-S09790_ses-E20383_run-2_bp-chest_vp-ap_dx.png
979,covid_2373.png,sub-S09452_ses-E17189_run-1_bp-chest_cr.png,sub-S09373_ses-E22331_run-1_bp-chest_vp-ap_dx.png
980,covid_2377.png,sub-S09780_ses-E18305_run-1_bp-chest_vp-ap_cr.png,sub-S09417_ses-E23219_run-1_bp-chest_vp-ap_cr.png
981,covid_2378.png,sub-S09551_ses-E16755_run-1_bp-chest_vp-ap_dx.png,sub-S09715_ses-E16646_run-1_bp-chest_vp-ap_dx.png
982,covid_2379.png,sub-S09837_ses-E22253_run-1_bp-chest_vp-ap_cr.png,sub-S09624_ses-E21018_run-1_bp-chest_vp-ap_dx.png
983,covid_2380.png,sub-S09346_ses-E18497_run-1_bp-chest_vp-ap_cr.png,sub-S09587_ses-E24699_run-1_bp-chest_vp-ap_cr.png
984,covid_2381.png,sub-S09747_ses-E25227_run-1_bp-chest_vp-pa_cr.png,sub-S09699_ses-E16619_run-1_bp-chest_vp-ap_cr.png
985,covid_2382.png,sub-S09571_ses-E26783_run-1_bp-chest_vp-ap_dx.png,sub-S09436_ses-E17012_run-1_bp-chest_vp-ap_dx.png
986,covid_2383.png,sub-S09339_ses-E16128_acq-1_run-1_bp-chest_vp-pa_dx.png,sub-S09973_ses-E17693_run-1_bp-chest_vp-ap_cr.png
987,covid_2385.png,sub-S09746_ses-E17106_run-1_bp-chest_vp-ap_dx.png,sub-S09617_ses-E23757_run-1_bp-chest_vp-ap_dx.png
988,covid_239.png,sub-S09689_ses-E25744_run-1_bp-chest_vp-ap_dx.png,sub-S09680_ses-E18330_run-1_bp-chest_vp-ap_cr.png
989,covid_2390.png,sub-S09624_ses-E25044_run-1_bp-chest_vp-ap_dx.png,sub-S09385_ses-E23455_run-1_bp-chest_vp-pa_dx.png
990,covid_2391.png,sub-S09808_ses-E25214_run-1_bp-chest_vp-ap_dx.png,sub-S09859_ses-E20380_run-1_bp-chest_vp-ap_dx.png
991,covid_2392.png,sub-S09734_ses-E22766_run-1_bp-chest_vp-ap_dx.png,sub-S09866_ses-E18931_run-1_bp-chest_vp-ap_dx.png
992,covid_2393.png,sub-S09689_ses-E22961_run-1_bp-chest_vp-ap_dx.png,sub-S09314_ses-E25840_acq-1_run-1_bp-chest_vp-ap_cr.png
993,covid_2394.png,sub-S09953_ses-E27155_run-1_bp-chest_dx.png,sub-S09639_ses-E16526_run-1_bp-chest_vp-ap_cr.png
994,covid_2395.png,sub-S09458_ses-E21702_run-1_bp-chest_vp-ap_dx.png,sub-S09382_ses-E18774_run-1_bp-chest_vp-ap_cr.png
995,covid_2398.png,sub-S09681_ses-E22289_run-1_bp-chest_vp-ap_dx.png,sub-S09371_ses-E22335_run-1_bp-chest_vp-ap_dx.png
996,covid_2399.png,sub-S09562_ses-E17983_run-1_bp-chest_vp-ap_dx.png,sub-S09476_ses-E16307_run-1_bp-chest_vp-ap_cr.png
997,covid_24.png,sub-S09848_ses-E22109_run-1_bp-chest_vp-ap_cr.png,sub-S09492_ses-E22550_run-1_bp-chest_vp-ap_dx.png
998,covid_2400.png,sub-S09502_ses-E19818_run-1_bp-chest_vp-ap_dx.png,sub-S09583_ses-E16442_run-1_bp-chest_vp-ap_cr.png
999,covid_2401.png,sub-S09832_ses-E22445_run-1_bp-chest_vp-ap_dx.png,sub-S09515_ses-E18411_run-1_bp-chest_vp-pa_cr.png
1000,covid_2402.png,sub-S08074_ses-E18689_run-1_bp-chest_vp-ap_cr.png,sub-S09366_ses-E23300_run-1_bp-chest_vp-ap_cr.png
1001,covid_2404.png,sub-S09855_ses-E23792_run-1_bp-chest_vp-pa_cr.png,sub-S09558_ses-E16990_acq-1_run-1_bp-chest_vp-ap_dx.png
1002,covid_2405.png,sub-S09662_ses-E21938_run-1_bp-chest_vp-ap_dx.png,sub-S09673_ses-E19171_run-1_bp-chest_vp-ap_dx.png
1003,covid_2406.png,sub-S09359_ses-E16151_run-1_bp-chest_vp-ap_cr.png,sub-S09379_ses-E16950_run-1_bp-chest_vp-ap_cr.png
1004,covid_2407.png,sub-S09496_ses-E25982_run-1_bp-chest_vp-ap_cr.png,sub-S09499_ses-E16881_run-1_bp-chest_vp-ap_dx.png
1005,covid_2408.png,sub-S09650_ses-E16538_run-1_bp-chest_vp-ap_cr.png,sub-S09552_ses-E20517_run-1_bp-chest_vp-pa_cr.png
1006,covid_241.png,sub-S09361_ses-E17169_run-1_bp-chest_vp-ap_dx.png,sub-S09921_ses-E18736_run-1_bp-chest_vp-ap_cr.png
1007,covid_2410.png,sub-S09524_ses-E21684_run-1_bp-chest_vp-ap_cr.png,sub-S09345_ses-E17487_run-1_bp-chest_vp-ap_dx.png
1008,covid_2411.png,sub-S09474_ses-E18830_run-1_bp-chest_vp-ap_cr.png,sub-S09340_ses-E18484_run-1_bp-chest_vp-ap_cr.png
1009,covid_2412.png,sub-S09426_ses-E21469_run-1_bp-chest_vp-ap_dx.png,sub-S09747_ses-E16706_run-1_bp-chest_vp-pa_cr.png
1010,covid_2413.png,sub-S09662_ses-E18646_run-1_bp-chest_vp-ap_dx.png,sub-S09458_ses-E16829_run-1_bp-chest_vp-ap_dx.png
1011,covid_2415.png,sub-S09376_ses-E16703_run-1_bp-chest_vp-ap_dx.png,sub-S09700_ses-E20952_run-1_bp-chest_vp-ap_cr.png
1012,covid_2416.png,sub-S09334_ses-E22257_run-1_bp-chest_vp-ap_dx.png,sub-S09605_ses-E26865_run-1_bp-chest_vp-pa_dx.png
1013,covid_2417.png,sub-S09673_ses-E22684_run-1_bp-chest_cr.png,sub-S09558_ses-E23045_run-1_bp-chest_vp-pa_dx.png
1014,covid_2418.png,sub-S09502_ses-E21134_run-1_bp-chest_vp-ap_dx.png,sub-S09748_ses-E16709_run-1_bp-chest_vp-ap_cr.png
1015,covid_242.png,sub-S09366_ses-E16600_run-1_bp-chest_vp-ap_cr.png,sub-S09905_ses-E21301_run-1_bp-chest_cr.png
1016,covid_2421.png,sub-S09645_ses-E26858_run-1_bp-chest_vp-ap_cr.png,sub-S09310_ses-E16095_run-1_bp-chest_vp-ap_dx.png
1017,covid_2422.png,sub-S09981_ses-E24201_acq-1_run-1_bp-chest_vp-pa_cr.png,sub-S09483_ses-E24820_acq-1_run-1_bp-chest_vp-ll_dx.png
1018,covid_2424.png,sub-S09592_ses-E16452_acq-1_run-1_bp-chest_vp-pa_cr.png,sub-S09692_ses-E21668_run-1_bp-chest_cr.png
1019,covid_2425.png,sub-S09999_ses-E23145_run-1_bp-chest_vp-ap_dx.png,sub-S09681_ses-E22929_run-1_bp-chest_vp-ap_dx.png
1020,covid_2426.png,sub-S09563_ses-E16412_acq-2_run-1_bp-chest_vp-ap_dx.png,sub-S09680_ses-E17170_run-1_bp-chest_vp-ap_cr.png
1021,covid_2427.png,sub-S08489_ses-E19060_run-1_bp-chest_vp-ap_dx.png,sub-S09979_ses-E21899_run-1_bp-chest_vp-ap_cr.png
1022,covid_2428.png,sub-S09455_ses-E16541_run-1_bp-chest_vp-ap_cr.png,sub-S09348_ses-E22840_run-1_bp-chest_vp-ap_dx.png
1023,covid_2429.png,sub-S09689_ses-E23583_run-1_bp-chest_vp-ap_dx.png,sub-S09994_ses-E19829_run-1_bp-chest_cr.png
1024,covid_243.png,sub-S09346_ses-E23809_run-1_bp-chest_vp-ap_dx.png,sub-S09420_ses-E18672_run-1_bp-chest_vp-ap_dx.png
1025,covid_2430.png,sub-S09615_ses-E23807_run-1_bp-chest_vp-ap_dx.png,sub-S09676_ses-E16584_run-1_bp-chest_vp-ap_cr.png
1026,covid_2432.png,sub-S09683_ses-E19661_run-1_bp-chest_vp-ap_cr.png,sub-S09995_ses-E19431_run-1_bp-chest_vp-ap_dx.png
1027,covid_2433.png,sub-S09624_ses-E23883_acq-1_run-1_bp-chest_vp-ll_dx.png,sub-S09436_ses-E16516_run-1_bp-chest_vp-ap_dx.png
1028,covid_2434.png,sub-S09510_ses-E26286_run-2_bp-chest_vp-pa_dx.png,sub-S09718_ses-E24346_run-1_bp-chest_vp-pa_dx.png
1029,covid_2435.png,sub-S09384_ses-E20827_run-1_bp-chest_vp-ap_dx.png,sub-S09670_ses-E23205_run-1_bp-chest_vp-ap_cr.png
1030,covid_2436.png,sub-S09420_ses-E16988_run-2_bp-chest_vp-ap_dx.png,sub-S09867_ses-E24705_run-1_bp-chest_vp-ap_dx.png
1031,covid_2437.png,sub-S09345_ses-E16134_run-1_bp-chest_vp-ap_dx.png,sub-S09408_ses-E16737_run-1_bp-chest_cr.png
1032,covid_2438.png,sub-S09974_ses-E19952_run-1_bp-chest_vp-ap_dx.png,sub-S09343_ses-E21405_acq-1_run-1_bp-chest_vp-ap_dx.png
1033,covid_2439.png,sub-S09536_ses-E24323_run-1_bp-chest_vp-pa_dx.png,sub-S09837_ses-E24618_run-1_bp-chest_vp-ap_cr.png
1034,covid_244.png,sub-S10005_ses-E19884_run-1_bp-chest_vp-ap_dx.png,sub-S09549_ses-E22692_run-1_bp-chest_vp-ap_dx.png
1035,covid_2440.png,sub-S09973_ses-E20759_run-1_bp-chest_vp-ap_dx.png,sub-S09986_ses-E17165_run-1_bp-chest_cr.png
1036,covid_2441.png,sub-S09398_ses-E18734_run-1_bp-chest_vp-ap_cr.png,sub-S09587_ses-E19674_run-1_bp-chest_vp-ap_cr.png
1037,covid_2442.png,sub-S09340_ses-E17621_run-1_bp-chest_vp-ap_cr.png,sub-S09379_ses-E22818_run-1_bp-chest_vp-ap_cr.png
1038,covid_2443.png,sub-S09376_ses-E19844_run-1_bp-chest_cr.png,sub-S09469_ses-E25913_run-1_bp-chest_vp-ap_dx.png
1039,covid_2444.png,sub-S09522_ses-E18974_run-1_bp-chest_vp-pa_dx.png,sub-S09308_ses-E16127_acq-1_run-1_bp-chest_vp-ap_dx.png
1040,covid_2445.png,sub-S09380_ses-E23119_run-2_bp-chest_cr.png,sub-S09379_ses-E17911_run-1_bp-chest_vp-ap_cr.png
1041,covid_2447.png,sub-S09624_ses-E20495_run-1_bp-chest_vp-ap_cr.png,sub-S09642_ses-E18595_run-1_bp-chest_vp-pa_dx.png
1042,covid_245.png,sub-S09400_ses-E16204_acq-1_run-1_bp-chest_vp-pa_dx.png,sub-S09540_ses-E17365_acq-1_run-1_bp-chest_vp-ap_dx.png
1043,covid_2450.png,sub-S09373_ses-E16171_run-1_bp-chest_vp-pa_dx.png,sub-S09654_ses-E26317_acq-1_run-1_bp-chest_vp-pa_dx.png
1044,covid_2451.png,sub-S09409_ses-E16214_run-1_bp-chest_vp-ap_cr.png,sub-S09710_ses-E16640_run-1_bp-chest_vp-ap_dx.png
1045,covid_2455.png,sub-S09863_ses-E26073_run-1_bp-chest_vp-ap_cr.png,sub-S09478_ses-E20530_run-1_bp-chest_vp-ap_cr.png
1046,covid_2456.png,sub-S09974_ses-E17127_run-1_bp-chest_vp-ap_dx.png,sub-S09783_ses-E16770_run-1_bp-chest_vp-ap_cr.png
1047,covid_2457.png,sub-S09499_ses-E19570_run-1_bp-chest_vp-ap_dx.png,sub-S09334_ses-E22257_run-2_bp-chest_vp-ap_dx.png
1048,covid_2458.png,sub-S09945_ses-E22003_run-1_bp-chest_vp-pa_cr.png,sub-S09692_ses-E24090_run-1_bp-chest_vp-pa_cr.png
1049,covid_2459.png,sub-S09555_ses-E22891_run-1_bp-chest_vp-ap_dx.png,sub-S09366_ses-E20399_run-1_bp-chest_vp-ap_cr.png
1050,covid_246.png,sub-S09979_ses-E25160_run-1_bp-chest_vp-pa_dx.png,sub-S09663_ses-E16565_run-1_bp-chest_vp-pa_cr.png
1051,covid_2461.png,sub-S09440_ses-E25759_run-1_bp-chest_vp-ap_dx.png,sub-S09379_ses-E19206_run-1_bp-chest_vp-ap_cr.png
1052,covid_2463.png,sub-S09768_ses-E19272_run-1_bp-chest_vp-ap_dx.png,sub-S09767_ses-E23693_run-1_bp-chest_vp-ap_cr.png
1053,covid_2465.png,sub-S09339_ses-E17821_run-1_bp-chest_vp-pa_dx.png,sub-S09599_ses-E16461_run-1_bp-chest_vp-ap_cr.png
1054,covid_2466.png,sub-S09867_ses-E19123_run-1_bp-chest_vp-ap_dx.png,sub-S09606_ses-E16471_run-1_bp-chest_vp-ap_cr.png
1055,covid_2468.png,sub-S09676_ses-E17166_run-1_bp-chest_vp-ap_cr.png,sub-S09675_ses-E16583_run-1_bp-chest_vp-ap_cr.png
1056,covid_2469.png,-1,sub-S09509_ses-E22315_run-1_bp-chest_vp-pa_cr.png
1057,covid_2470.png,-1,-1
1058,covid_2471.png,-1,-1
1059,covid_2472.png,-1,-1
1060,covid_2473.png,-1,-1
1061,covid_2474.png,-1,-1
1062,covid_2476.png,-1,-1
1063,covid_2477.png,-1,-1
1064,covid_2478.png,-1,-1
1065,covid_2479.png,-1,-1
1066,covid_248.png,-1,-1
1067,covid_2481.png,-1,-1
1068,covid_2483.png,-1,-1
1069,covid_2484.png,-1,-1
1070,covid_2485.png,-1,-1
1071,covid_2486.png,-1,-1
1072,covid_2487.png,-1,-1
1073,covid_2488.png,-1,-1
1074,covid_2489.png,-1,-1
1075,covid_249.png,-1,-1
1076,covid_2490.png,-1,-1
1077,covid_2491.png,-1,-1
1078,covid_2492.png,-1,-1
1079,covid_2493.png,-1,-1
1080,covid_2494.png,-1,-1
1081,covid_2495.png,-1,-1
1082,covid_2497.png,-1,-1
1083,covid_2499.png,-1,-1
1084,covid_25.png,-1,-1
1085,covid_2500.png,-1,-1
1086,covid_2503.png,-1,-1
1087,covid_2509.png,-1,-1
1088,covid_251.png,-1,-1
1089,covid_2510.png,-1,-1
1090,covid_2511.png,-1,-1
1091,covid_2512.png,-1,-1
1092,covid_2513.png,-1,-1
1093,covid_2514.png,-1,-1
1094,covid_2516.png,-1,-1
1095,covid_2517.png,-1,-1
1096,covid_2519.png,-1,-1
1097,covid_252.png,-1,-1
1098,covid_2520.png,-1,-1
1099,covid_2521.png,-1,-1
1100,covid_2523.png,-1,-1
1101,covid_2524.png,-1,-1
1102,covid_2526.png,-1,-1
1103,covid_2527.png,-1,-1
1104,covid_2528.png,-1,-1
1105,covid_2529.png,-1,-1
1106,covid_2531.png,-1,-1
1107,covid_2532.png,-1,-1
1108,covid_2533.png,-1,-1
1109,covid_2534.png,-1,-1
1110,covid_2536.png,-1,-1
1111,covid_2538.png,-1,-1
1112,covid_2540.png,-1,-1
1113,covid_2541.png,-1,-1
1114,covid_2543.png,-1,-1
1115,covid_2545.png,-1,-1
1116,covid_2546.png,-1,-1
1117,covid_2551.png,-1,-1
1118,covid_2553.png,-1,-1
1119,covid_2555.png,-1,-1
1120,covid_2556.png,-1,-1
1121,covid_2557.png,-1,-1
1122,covid_2558.png,-1,-1
1123,covid_2559.png,-1,-1
1124,covid_2560.png,-1,-1
1125,covid_2562.png,-1,-1
1126,covid_2563.png,-1,-1
1127,covid_2564.png,-1,-1
1128,covid_2565.png,-1,-1
1129,covid_2566.png,-1,-1
1130,covid_2567.png,-1,-1
1131,covid_2568.png,-1,-1
1132,covid_2569.png,-1,-1
1133,covid_257.png,-1,-1
1134,covid_2570.png,-1,-1
1135,covid_2571.png,-1,-1
1136,covid_2573.png,-1,-1
1137,covid_2574.png,-1,-1
1138,covid_2575.png,-1,-1
1139,covid_2576.png,-1,-1
1140,covid_2577.png,-1,-1
1141,covid_2580.png,-1,-1
1142,covid_2581.png,-1,-1
1143,covid_2583.png,-1,-1
1144,covid_2589.png,-1,-1
1145,covid_259.png,-1,-1
1146,covid_2590.png,-1,-1
1147,covid_2591.png,-1,-1
1148,covid_2593.png,-1,-1
1149,covid_2595.png,-1,-1
1150,covid_2596.png,-1,-1
1151,covid_2597.png,-1,-1
1152,covid_2598.png,-1,-1
